回号	1~14_rank	15~29_rank	30~43_rank	mean_rank	min_rank	max_rank	1~14_rank_z	15~29_rank_z	30~43_rank_z	mean_rank_z	min_rank_z	max_rank_z	anomaly_score
第1620回	0	4	2	29.33	17	42	-1.8292036808754686	1.7405313893186287	0.04155643359897447	1.5561389206155254	2.1127447929928307	0.8694082696582007	3.6112915037930717
第1619回	2	0	4	26.67	7	37	0.02235390489296395	-1.8647413146313947	1.898472861258409	0.9935323868218457	0.1421649201546947	-0.15719481927060613	3.7855680807827676
第1618回	3	1	2	16.67	1	34	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-1.1215297702972533	-1.040183003548187	-0.7731566726278902	1.9531122700200436
第1617回	3	1	2	21.67	2	41	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.06399869173770373	-0.8431250162643733	0.6640876518724393	1.9531122700200436
第1616回	2	3	1	18.83	7	33	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.6646763443595286	0.1421649201546947	-0.9784772904136516	1.7484688984548296
第1615回	4	0	2	14.17	2	34	1.8739114906613967	-1.8647413146313947	0.04155643359897447	-1.6502953095770283	-0.8431250162643733	-0.7731566726278902	3.780209238891766
第1614回	2	0	4	24.67	3	37	0.02235390489296395	-1.8647413146313947	1.898472861258409	0.5705199553980259	-0.6460670289805597	-0.15719481927060613	3.7855680807827676
第1613回	0	4	2	26.17	18	41	-1.8292036808754686	1.7405313893186287	0.04155643359897447	0.8877792789658908	2.3098027802766445	0.6640876518724393	3.6112915037930717
第1612回	2	1	3	21.67	3	39	0.02235390489296395	-0.9634231386438888	0.9700146474286917	-0.06399869173770373	-0.6460670289805597	0.25344641630091663	1.9557916909655444
第1611回	2	1	3	25.0	2	43	0.02235390489296395	-0.9634231386438888	0.9700146474286917	0.6403170065829559	-0.8431250162643733	1.0747288874439622	1.9557916909655444
第1610回	1	3	2	24.83	13	35	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.6043609499119308	1.3245128438575764	-0.5678360548421288	1.7841945349213497
第1609回	2	2	2	20.33	5	34	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.3474170207916637	-0.25195105441293253	-0.7731566726278902	0.12601530114832138
第1608回	2	1	3	22.5	9	32	0.02235390489296395	-0.9634231386438888	0.9700146474286917	0.11155146730318112	0.5362808947223219	-1.183797908199413	1.9557916909655444
第1607回	1	3	2	23.17	8	43	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.2532606318301611	0.3392229074385083	1.0747288874439622	1.7841945349213497
第1606回	1	3	2	23.83	2	38	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.3928547342000209	-0.8431250162643733	0.04812579851515525	1.7841945349213497
第1605回	2	1	3	22.33	1	38	0.02235390489296395	-0.9634231386438888	0.9700146474286917	0.07559541063215608	-1.040183003548187	0.04812579851515525	1.9557916909655444
第1604回	1	4	1	23.5	11	32	-0.9034248879912523	1.7405313893186287	-0.8869017802307427	0.323057683015091	0.9303968692899491	-1.183797908199413	3.5308580575406237
第1603回	3	2	1	16.67	2	36	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-1.1215297702972533	-0.8431250162643733	-0.3625154370563675	1.897139440664306
第1602回	4	1	1	13.83	1	43	1.8739114906613967	-0.9634231386438888	-0.8869017802307427	-1.7222074229190776	-1.040183003548187	1.0747288874439622	3.724236409536028
第1601回	1	4	1	23.17	12	35	-0.9034248879912523	1.7405313893186287	-0.8869017802307427	0.2532606318301611	1.1274548565737628	-0.5678360548421288	3.5308580575406237
第1600回	3	1	2	20.67	6	43	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.27550490744961365	-0.05489306712911891	1.0747288874439622	1.9531122700200436
第1599回	1	2	3	24.5	3	39	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	0.5345638987270009	-0.6460670289805597	0.25344641630091663	1.935544498076327
第1598回	3	0	3	24.83	7	42	0.9481326977771802	-1.8647413146313947	0.9700146474286917	0.6043609499119308	0.1421649201546947	0.8694082696582007	3.7828886598372664
第1597回	2	1	3	23.0	1	42	0.02235390489296395	-0.9634231386438888	0.9700146474286917	0.21730457515913607	-1.040183003548187	0.8694082696582007	1.9557916909655444
第1596回	2	4	0	15.17	6	23	0.02235390489296395	1.7405313893186287	-1.81535999406046	-1.4387890938651184	-0.05489306712911891	-3.0316834682712654	3.5782452882720523
第1595回	2	2	2	18.5	2	34	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.7344733955444585	-0.8431250162643733	-0.7731566726278902	0.12601530114832138
第1594回	1	2	3	24.67	3	38	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	0.5705199553980259	-0.6460670289805597	0.04812579851515525	1.935544498076327
第1593回	1	5	0	20.67	10	28	-0.9034248879912523	2.641849565306135	-1.81535999406046	-0.27550490744961365	0.7333388820061355	-2.0050803793424588	5.360634447357847
第1592回	1	3	2	25.67	8	41	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.7820261711099359	0.3392229074385083	0.6640876518724393	1.7841945349213497
第1591回	1	2	3	25.67	4	43	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	0.7820261711099359	-0.4490090416967461	1.0747288874439622	1.935544498076327
第1590回	3	2	1	20.0	8	42	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-0.4172140719765936	0.3392229074385083	0.8694082696582007	1.897139440664306
第1589回	1	1	4	28.33	5	41	-0.9034248879912523	-0.9634231386438888	1.898472861258409	1.3446327049036155	-0.25195105441293253	0.6640876518724393	3.7653208878935502
第1588回	2	2	2	21.17	1	42	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.1697517995936587	-1.040183003548187	0.8694082696582007	0.12601530114832138
第1587回	1	1	4	32.33	12	42	-0.9034248879912523	-0.9634231386438888	1.898472861258409	2.190657567751255	1.1274548565737628	0.8694082696582007	3.7653208878935502
第1586回	3	2	1	18.5	6	33	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-0.7344733955444585	-0.05489306712911891	-0.9784772904136516	1.897139440664306
第1585回	2	2	2	20.17	3	32	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.3812580153055686	-0.6460670289805597	-1.183797908199413	0.12601530114832138
第1584回	2	2	2	23.0	3	37	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.21730457515913607	-0.6460670289805597	-0.15719481927060613	0.12601530114832138
第1583回	2	3	1	21.0	3	43	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.2057078562646837	-0.6460670289805597	1.0747288874439622	1.7484688984548296
第1582回	2	2	2	23.17	4	43	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.2532606318301611	-0.4490090416967461	1.0747288874439622	0.12601530114832138
第1581回	0	3	3	29.5	19	41	-1.8292036808754686	0.839213213331123	0.9700146474286917	1.5920949772865505	2.506860767560458	0.6640876518724393	3.638431541635283
第1580回	2	2	2	22.33	3	35	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.07559541063215608	-0.6460670289805597	-0.5678360548421288	0.12601530114832138
第1579回	4	0	2	18.17	1	42	1.8739114906613967	-1.8647413146313947	0.04155643359897447	-0.8042704467293884	-1.040183003548187	0.8694082696582007	3.780209238891766
第1578回	2	1	3	25.0	9	40	0.02235390489296395	-0.9634231386438888	0.9700146474286917	0.6403170065829559	0.5362808947223219	0.458767034086678	1.9557916909655444
第1577回	2	3	1	18.17	2	39	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.8042704467293884	-0.8431250162643733	0.25344641630091663	1.7484688984548296
第1576回	3	1	2	19.83	4	43	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.45317012864761863	-0.4490090416967461	1.0747288874439622	1.9531122700200436
第1575回	2	4	0	16.33	2	28	0.02235390489296395	1.7405313893186287	-1.81535999406046	-1.1934418836393033	-0.8431250162643733	-2.0050803793424588	3.5782452882720523
第1574回	3	1	2	18.17	2	38	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.8042704467293884	-0.8431250162643733	0.04812579851515525	1.9531122700200436
第1573回	1	3	2	23.33	2	39	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.287101626344066	-0.8431250162643733	0.25344641630091663	1.7841945349213497
第1572回	1	2	3	26.83	14	37	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	1.0273733813357506	1.52157083114139	-0.15719481927060613	1.935544498076327
第1571回	4	1	1	16.33	4	37	1.8739114906613967	-0.9634231386438888	-0.8869017802307427	-1.1934418836393033	-0.4490090416967461	-0.15719481927060613	3.724236409536028
第1570回	1	2	3	29.0	13	43	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	1.4863418694305954	1.3245128438575764	1.0747288874439622	1.935544498076327
第1569回	3	1	2	22.0	5	43	0.9481326977771802	-0.9634231386438888	0.04155643359897447	0.005798359447226177	-0.25195105441293253	1.0747288874439622	1.9531122700200436
第1568回	2	0	4	25.33	4	39	0.02235390489296395	-1.8647413146313947	1.898472861258409	0.7101140577678857	-0.4490090416967461	0.25344641630091663	3.7855680807827676
第1567回	3	1	2	15.83	2	36	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-1.2991949914952579	-0.8431250162643733	-0.3625154370563675	1.9531122700200436
第1566回	2	2	2	23.33	12	39	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.287101626344066	1.1274548565737628	0.25344641630091663	0.12601530114832138
第1565回	3	2	1	12.5	1	30	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-2.0035106898159176	-1.040183003548187	-1.5944391437709358	1.897139440664306
第1564回	3	1	2	20.17	2	37	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.3812580153055686	-0.8431250162643733	-0.15719481927060613	1.9531122700200436
第1563回	2	2	2	19.17	4	37	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.5927642310174784	-0.4490090416967461	-0.15719481927060613	0.12601530114832138
第1562回	3	2	1	18.83	9	36	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-0.6646763443595286	0.5362808947223219	-0.3625154370563675	1.897139440664306
第1561回	0	4	2	26.33	17	38	-1.8292036808754686	1.7405313893186287	0.04155643359897447	0.9216202734797957	2.1127447929928307	0.04812579851515525	3.6112915037930717
第1560回	2	3	1	18.83	4	38	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.6646763443595286	-0.4490090416967461	0.04812579851515525	1.7484688984548296
第1559回	1	2	3	28.17	1	43	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	1.3107917103897107	-1.040183003548187	1.0747288874439622	1.935544498076327
第1558回	1	3	2	22.67	9	35	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.14750752397420616	0.5362808947223219	-0.5678360548421288	1.7841945349213497
第1557回	2	1	3	22.5	6	42	0.02235390489296395	-0.9634231386438888	0.9700146474286917	0.11155146730318112	-0.05489306712911891	0.8694082696582007	1.9557916909655444
第1556回	1	4	1	22.83	12	41	-0.9034248879912523	1.7405313893186287	-0.8869017802307427	0.18134851848811104	1.1274548565737628	0.6640876518724393	3.5308580575406237
第1555回	2	3	1	21.83	2	43	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.030157697223798866	-0.8431250162643733	1.0747288874439622	1.7484688984548296
第1554回	2	2	2	20.33	1	34	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.3474170207916637	-1.040183003548187	-0.7731566726278902	0.12601530114832138
第1553回	2	3	1	20.17	7	40	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.3812580153055686	0.1421649201546947	0.458767034086678	1.7484688984548296
第1552回	1	4	1	20.67	8	36	-0.9034248879912523	1.7405313893186287	-0.8869017802307427	-0.27550490744961365	0.3392229074385083	-0.3625154370563675	3.5308580575406237
第1551回	1	3	2	24.17	6	36	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.46476684754207104	-0.05489306712911891	-0.3625154370563675	1.7841945349213497
第1550回	5	0	1	12.83	5	31	2.799690283545613	-1.8647413146313947	-0.8869017802307427	-1.9337136386309874	-0.25195105441293253	-1.3891185259851744	5.55133337840775
第1549回	3	2	1	20.5	8	41	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-0.3114609641206387	0.3392229074385083	0.6640876518724393	1.897139440664306
第1548回	0	2	4	30.83	18	40	-1.8292036808754686	-0.062104962656382955	1.898472861258409	1.8733982441833903	2.3098027802766445	0.458767034086678	3.7897815047902608
第1547回	4	0	2	18.17	4	42	1.8739114906613967	-1.8647413146313947	0.04155643359897447	-0.8042704467293884	-0.4490090416967461	0.8694082696582007	3.780209238891766
第1546回	1	2	3	27.67	4	41	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	1.2050386025337556	-0.4490090416967461	0.6640876518724393	1.935544498076327
第1545回	1	2	3	25.33	1	38	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	0.7101140577678857	-1.040183003548187	0.04812579851515525	1.935544498076327
第1544回	0	3	3	30.5	17	41	-1.8292036808754686	0.839213213331123	0.9700146474286917	1.8036011929984603	2.1127447929928307	0.6640876518724393	3.638431541635283
第1543回	3	1	2	19.0	2	39	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.6287202876885035	-0.8431250162643733	0.25344641630091663	1.9531122700200436
第1542回	1	2	3	25.5	2	41	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	0.7460701144389108	-0.8431250162643733	0.6640876518724393	1.935544498076327
第1541回	2	2	2	23.5	7	40	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.323057683015091	0.1421649201546947	0.458767034086678	0.12601530114832138
第1540回	2	1	3	21.67	1	37	0.02235390489296395	-0.9634231386438888	0.9700146474286917	-0.06399869173770373	-1.040183003548187	-0.15719481927060613	1.9557916909655444
第1539回	2	2	2	20.0	1	34	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.4172140719765936	-1.040183003548187	-0.7731566726278902	0.12601530114832138
第1538回	0	4	2	25.83	19	35	-1.8292036808754686	1.7405313893186287	0.04155643359897447	0.8158671656238408	2.506860767560458	-0.5678360548421288	3.6112915037930717
第1537回	2	3	1	18.5	2	39	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.7344733955444585	-0.8431250162643733	0.25344641630091663	1.7484688984548296
第1536回	3	2	1	14.5	2	32	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-1.5804982583920981	-0.8431250162643733	-1.183797908199413	1.897139440664306
第1535回	3	2	1	17.67	5	33	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-0.9100235545853433	-0.25195105441293253	-0.9784772904136516	1.897139440664306
第1534回	3	2	1	15.33	8	31	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-1.404948099351213	0.3392229074385083	-1.3891185259851744	1.897139440664306
第1533回	2	3	1	17.67	4	34	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.9100235545853433	-0.4490090416967461	-0.7731566726278902	1.7484688984548296
第1532回	3	2	1	18.17	1	36	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-0.8042704467293884	-1.040183003548187	-0.3625154370563675	1.897139440664306
第1531回	0	3	3	29.0	20	42	-1.8292036808754686	0.839213213331123	0.9700146474286917	1.4863418694305954	2.7039187548442714	0.8694082696582007	3.638431541635283
第1530回	3	1	2	19.83	8	34	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.45317012864761863	0.3392229074385083	-0.7731566726278902	1.9531122700200436
第1529回	1	1	4	32.5	10	42	-0.9034248879912523	-0.9634231386438888	1.898472861258409	2.22661362442228	0.7333388820061355	0.8694082696582007	3.7653208878935502
第1528回	3	2	1	16.0	1	40	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-1.2632389348242332	-1.040183003548187	0.458767034086678	1.897139440664306
第1527回	3	2	1	16.83	3	35	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-1.0876887757833484	-0.6460670289805597	-0.5678360548421288	1.897139440664306
第1526回	3	1	2	17.83	2	40	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.8761825600714385	-0.8431250162643733	0.458767034086678	1.9531122700200436
第1525回	2	2	2	20.17	2	39	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.3812580153055686	-0.8431250162643733	0.25344641630091663	0.12601530114832138
第1524回	1	2	3	29.17	11	40	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	1.5222979261016205	0.9303968692899491	0.458767034086678	1.935544498076327
第1523回	2	2	2	23.83	7	40	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.3928547342000209	0.1421649201546947	0.458767034086678	0.12601530114832138
第1522回	4	2	0	12.83	2	24	1.8739114906613967	-0.062104962656382955	-1.81535999406046	-1.9337136386309874	-0.8431250162643733	-2.826362850485504	3.75137644737824
第1521回	3	2	1	14.83	8	30	0.9481326977771802	-0.062104962656382955	-0.8869017802307427	-1.5107012072071677	0.3392229074385083	-1.5944391437709358	1.897139440664306
第1520回	3	1	2	20.0	1	42	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.4172140719765936	-1.040183003548187	0.8694082696582007	1.9531122700200436
第1519回	2	3	1	21.17	6	36	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.1697517995936587	-0.05489306712911891	-0.3625154370563675	1.7484688984548296
第1518回	2	2	2	24.33	2	43	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.49860784205597586	-0.8431250162643733	1.0747288874439622	0.12601530114832138
第1517回	1	2	3	27.67	12	40	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	1.2050386025337556	1.1274548565737628	0.458767034086678	1.935544498076327
第1516回	3	3	0	16.67	2	29	0.9481326977771802	0.839213213331123	-1.81535999406046	-1.1215297702972533	-0.8431250162643733	-1.7997597615566971	3.6027059051687633
第1515回	1	4	1	19.5	6	30	-0.9034248879912523	1.7405313893186287	-0.8869017802307427	-0.5229671798325486	-0.05489306712911891	-1.5944391437709358	3.5308580575406237
第1514回	2	3	1	20.5	10	31	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.3114609641206387	0.7333388820061355	-1.3891185259851744	1.7484688984548296
第1513回	2	1	3	24.0	8	36	0.02235390489296395	-0.9634231386438888	0.9700146474286917	0.42881079087104595	0.3392229074385083	-0.3625154370563675	1.9557916909655444
第1512回	5	0	1	12.67	2	36	2.799690283545613	-1.8647413146313947	-0.8869017802307427	-1.9675546331448932	-0.8431250162643733	-0.3625154370563675	5.55133337840775
第1511回	2	4	0	19.17	7	28	0.02235390489296395	1.7405313893186287	-1.81535999406046	-0.5927642310174784	0.1421649201546947	-2.0050803793424588	3.5782452882720523
第1510回	2	4	0	16.5	4	27	0.02235390489296395	1.7405313893186287	-1.81535999406046	-1.1574858269682782	-0.4490090416967461	-2.21040099712822	3.5782452882720523
第1509回	1	2	3	26.67	1	43	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	0.9935323868218457	-1.040183003548187	1.0747288874439622	1.935544498076327
第1508回	4	2	0	14.0	5	29	1.8739114906613967	-0.062104962656382955	-1.81535999406046	-1.686251366248053	-0.25195105441293253	-1.7997597615566971	3.75137644737824
第1507回	0	3	3	31.17	22	38	-1.8292036808754686	0.839213213331123	0.9700146474286917	1.9453103575254402	3.0980347294118986	0.04812579851515525	3.638431541635283
第1506回	2	2	2	26.0	11	42	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.8518232222948657	0.9303968692899491	0.8694082696582007	0.12601530114832138
第1505回	1	2	3	27.33	9	40	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	1.1331264891917057	0.5362808947223219	0.458767034086678	1.935544498076327
第1504回	1	3	2	26.0	12	37	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.8518232222948657	1.1274548565737628	-0.15719481927060613	1.7841945349213497
第1503回	2	3	1	22.67	10	33	0.02235390489296395	0.839213213331123	-0.8869017802307427	0.14750752397420616	0.7333388820061355	-0.9784772904136516	1.7484688984548296
第1502回	3	1	2	20.33	8	38	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.3474170207916637	0.3392229074385083	0.04812579851515525	1.9531122700200436
第1501回	2	2	2	21.0	3	41	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.2057078562646837	-0.6460670289805597	0.6640876518724393	0.12601530114832138
第1500回	2	2	2	23.67	6	41	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.35901373968611605	-0.05489306712911891	0.6640876518724393	0.12601530114832138
第1499回	4	2	0	13.0	5	24	1.8739114906613967	-0.062104962656382955	-1.81535999406046	-1.8977575819599628	-0.25195105441293253	-2.826362850485504	3.75137644737824
第1498回	2	4	0	16.83	3	27	0.02235390489296395	1.7405313893186287	-1.81535999406046	-1.0876887757833484	-0.6460670289805597	-2.21040099712822	3.5782452882720523
第1497回	2	2	2	23.67	4	42	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.35901373968611605	-0.4490090416967461	0.8694082696582007	0.12601530114832138
第1496回	1	2	3	23.5	10	34	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	0.323057683015091	0.7333388820061355	-0.7731566726278902	1.935544498076327
第1495回	5	1	0	11.33	1	29	2.799690283545613	-0.9634231386438888	-1.81535999406046	-2.2509729621988526	-1.040183003548187	-1.7997597615566971	5.578473416249961
第1494回	2	4	0	16.33	1	25	0.02235390489296395	1.7405313893186287	-1.81535999406046	-1.1934418836393033	-1.040183003548187	-2.6210422326997427	3.5782452882720523
第1493回	3	3	0	13.83	2	28	0.9481326977771802	0.839213213331123	-1.81535999406046	-1.7222074229190776	-0.8431250162643733	-2.0050803793424588	3.6027059051687633
第1492回	3	0	3	22.0	2	40	0.9481326977771802	-1.8647413146313947	0.9700146474286917	0.005798359447226177	-0.8431250162643733	0.458767034086678	3.7828886598372664
第1491回	1	3	2	24.67	10	41	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.5705199553980259	0.7333388820061355	0.6640876518724393	1.7841945349213497
第1490回	2	2	2	20.33	1	42	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.3474170207916637	-1.040183003548187	0.8694082696582007	0.12601530114832138
第1489回	3	1	2	20.17	2	40	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.3812580153055686	-0.8431250162643733	0.458767034086678	1.9531122700200436
第1488回	2	2	2	21.17	4	36	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.1697517995936587	-0.4490090416967461	-0.3625154370563675	0.12601530114832138
第1487回	1	1	4	27.5	1	37	-0.9034248879912523	-0.9634231386438888	1.898472861258409	1.1690825458627305	-1.040183003548187	-0.15719481927060613	3.7653208878935502
第1486回	3	0	3	21.33	1	43	0.9481326977771802	-1.8647413146313947	0.9700146474286917	-0.1359108050797538	-1.040183003548187	1.0747288874439622	3.7828886598372664
第1485回	2	2	2	24.5	9	41	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.5345638987270009	0.5362808947223219	0.6640876518724393	0.12601530114832138
第1484回	2	2	2	24.5	6	43	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.5345638987270009	-0.05489306712911891	1.0747288874439622	0.12601530114832138
第1483回	4	0	2	18.67	4	43	1.8739114906613967	-1.8647413146313947	0.04155643359897447	-0.6985173388734334	-0.4490090416967461	1.0747288874439622	3.780209238891766
第1482回	1	1	4	27.33	10	38	-0.9034248879912523	-0.9634231386438888	1.898472861258409	1.1331264891917057	0.7333388820061355	0.04812579851515525	3.7653208878935502
第1481回	1	0	5	30.5	8	38	-0.9034248879912523	-1.8647413146313947	2.826931075088126	1.8036011929984603	0.3392229074385083	0.04812579851515525	5.595097277710773
第1480回	4	1	1	11.83	1	31	1.8739114906613967	-0.9634231386438888	-0.8869017802307427	-2.1452198543428973	-1.040183003548187	-1.3891185259851744	3.724236409536028
第1479回	1	2	3	25.83	6	43	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	0.8158671656238408	-0.05489306712911891	1.0747288874439622	1.935544498076327
第1478回	1	3	2	25.0	7	39	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.6403170065829559	0.1421649201546947	0.25344641630091663	1.7841945349213497
第1477回	1	3	2	22.67	1	40	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.14750752397420616	-1.040183003548187	0.458767034086678	1.7841945349213497
第1476回	4	0	2	19.83	6	42	1.8739114906613967	-1.8647413146313947	0.04155643359897447	-0.45317012864761863	-0.05489306712911891	0.8694082696582007	3.780209238891766
第1475回	2	2	2	25.83	7	41	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.8158671656238408	0.1421649201546947	0.6640876518724393	0.12601530114832138
第1474回	2	3	1	19.0	2	35	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.6287202876885035	-0.8431250162643733	-0.5678360548421288	1.7484688984548296
第1473回	0	4	2	23.33	15	41	-1.8292036808754686	1.7405313893186287	0.04155643359897447	0.287101626344066	1.7186288184252034	0.6640876518724393	3.6112915037930717
第1472回	0	4	2	30.5	17	43	-1.8292036808754686	1.7405313893186287	0.04155643359897447	1.8036011929984603	2.1127447929928307	1.0747288874439622	3.6112915037930717
第1471回	1	2	3	26.67	8	36	-0.9034248879912523	-0.062104962656382955	0.9700146474286917	0.9935323868218457	0.3392229074385083	-0.3625154370563675	1.935544498076327
第1470回	1	3	2	23.67	4	43	-0.9034248879912523	0.839213213331123	0.04155643359897447	0.35901373968611605	-0.4490090416967461	1.0747288874439622	1.7841945349213497
第1469回	3	0	3	23.5	1	43	0.9481326977771802	-1.8647413146313947	0.9700146474286917	0.323057683015091	-1.040183003548187	1.0747288874439622	3.7828886598372664
第1468回	2	1	3	23.17	2	39	0.02235390489296395	-0.9634231386438888	0.9700146474286917	0.2532606318301611	-0.8431250162643733	0.25344641630091663	1.9557916909655444
第1467回	2	2	2	21.17	12	31	0.02235390489296395	-0.062104962656382955	0.04155643359897447	-0.1697517995936587	1.1274548565737628	-1.3891185259851744	0.12601530114832138
第1466回	2	0	4	25.67	6	36	0.02235390489296395	-1.8647413146313947	1.898472861258409	0.7820261711099359	-0.05489306712911891	-0.3625154370563675	3.7855680807827676
第1465回	2	1	3	23.0	2	39	0.02235390489296395	-0.9634231386438888	0.9700146474286917	0.21730457515913607	-0.8431250162643733	0.25344641630091663	1.9557916909655444
第1464回	1	1	4	31.0	11	42	-0.9034248879912523	-0.9634231386438888	1.898472861258409	1.9093543008544152	0.9303968692899491	0.8694082696582007	3.7653208878935502
第1463回	0	3	3	30.5	15	43	-1.8292036808754686	0.839213213331123	0.9700146474286917	1.8036011929984603	1.7186288184252034	1.0747288874439622	3.638431541635283
第1462回	2	3	1	19.5	5	33	0.02235390489296395	0.839213213331123	-0.8869017802307427	-0.5229671798325486	-0.25195105441293253	-0.9784772904136516	1.7484688984548296
第1461回	3	1	2	23.5	9	43	0.9481326977771802	-0.9634231386438888	0.04155643359897447	0.323057683015091	0.5362808947223219	1.0747288874439622	1.9531122700200436
第1460回	2	2	2	24.5	9	41	0.02235390489296395	-0.062104962656382955	0.04155643359897447	0.5345638987270009	0.5362808947223219	0.6640876518724393	0.12601530114832138
第1459回	4	2	0	12.17	1	28	1.8739114906613967	-0.062104962656382955	-1.81535999406046	-2.073307741000848	-1.040183003548187	-2.0050803793424588	3.75137644737824
第1458回	3	1	2	19.83	7	36	0.9481326977771802	-0.9634231386438888	0.04155643359897447	-0.45317012864761863	0.1421649201546947	-0.3625154370563675	1.9531122700200436
第1457回	2	4	0	17.83	3	26	0.02235390489296395	1.7405313893186287	-1.81535999406046	-0.8761825600714385	-0.6460670289805597	-2.4157216149139815	3.5782452882720523
第1456回	3	0	3	22.0	1	43	0.9481326977771802	-1.8647413146313947	0.9700146474286917	0.005798359447226177	-1.040183003548187	1.0747288874439622	3.7828886598372664
